ClassNumber,Mnemonic,Number,Section,Title
19341,PSYC,2701,6,Introduction to Child Psychology Discussion Section
21980,PSYC,2701,7,Introduction to Child Psychology Discussion Section
21981,PSYC,2701,8,Introduction to Child Psychology Discussion Section
22363,PSYC,2701,9,Introduction to Child Psychology Discussion Section
10632,PSYC,3006,100,Research Methods and Data Analysis II
20208,PSYC,3006,200,Research Methods and Data Analysis II
13587,PSYC,3210,1,Psychobiology Laboratory
19342,PSYC,3420,1,The Nature Nurture Debate
13589,PSYC,3440,1,Child Psychopathology
13590,PSYC,3445,1,Introduction to Clinical Psychology
19343,PSYC,3480,1,Adolescence: Theory and Development
19350,PSYC,3485,1,The Science & Lived Experience of Autism I
20255,PSYC,3559,2,New Course in Psychology
20321,PSYC,3559,3,New Course in Psychology
10639,PSYC,3590,1,Research in Psychology
10906,PSYC,3590,2,Research in Psychology
11179,PSYC,3590,6,Research in Psychology
11180,PSYC,3590,7,Research in Psychology
11181,PSYC,3590,8,Research in Psychology
11182,PSYC,3590,10,Research in Psychology
12463,PSYC,3590,11,Research in Psychology
11870,PSYC,3590,14,Research in Psychology
11183,PSYC,3590,15,Research in Psychology
11184,PSYC,3590,17,Research in Psychology
11185,PSYC,3590,19,Research in Psychology
11186,PSYC,3590,20,Research in Psychology
11188,PSYC,3590,22,Research in Psychology
11177,PSYC,3590,24,Research in Psychology
12521,PSYC,3590,28,Research in Psychology
11176,PSYC,3590,29,Research in Psychology
11191,PSYC,3590,31,Research in Psychology
11193,PSYC,3590,34,Research in Psychology
11194,PSYC,3590,36,Research in Psychology
11195,PSYC,3590,37,Research in Psychology
12399,PSYC,3590,40,Research in Psychology
13244,PSYC,3590,44,Research in Psychology
10856,PSYC,3870,1,Seminar for Distinguished Majors
12318,PSYC,4115,1,Multiculturalism in the Deaf Community
11672,PSYC,4200,1,Neural Mechanisms of Behavior
20626,PSYC,4200,2,Neural Mechanisms of Behavior
12634,PSYC,4250,1,Brain Systems Involved in Memory
13591,PSYC,4290,1,Memory Distortions
21983,PSYC,4500,2,Special Topics in Psychology
19370,PSYC,4559,1,New Course in Psychology
19371,PSYC,4559,2,New Course in Psychology
19372,PSYC,4559,3,New Course in Psychology
20160,PSYC,4559,4,New Course in Psychology
19375,PSYC,4559,6,New Course in Psychology
22222,PSYC,4559,7,New Course in Psychology
10640,PSYC,4970,1,Distinguished Major Thesis
14416,PSYC,4970,2,Distinguished Major Thesis
20631,PSYC,4970,3,Distinguished Major Thesis
14418,PSYC,4970,4,Distinguished Major Thesis
20632,PSYC,4970,5,Distinguished Major Thesis
20633,PSYC,4970,6,Distinguished Major Thesis
20634,PSYC,4970,7,Distinguished Major Thesis
20635,PSYC,4970,8,Distinguished Major Thesis
14424,PSYC,4970,10,Distinguished Major Thesis
14494,PSYC,4970,11,Distinguished Major Thesis
22504,PSYC,4980,1,Distinguished Major Thesis
19376,PSYC,5265,1,Functional Neuroanatomy
19378,PSYC,5559,1,New Course in Psychology
21218,PSYC,5559,2,New Course in Psychology
19381,PSYC,7400,1,Practicum to Intervention and Ethics
19382,PSYC,7400,2,Practicum to Intervention and Ethics
10641,PSYC,7420,100,Psychological Intervention I
12373,PSYC,7420,101,Psychological Intervention I
12254,PSYC,7430,100,Psychological Assessment
10642,PSYC,7430,101,Psychological Assessment
10858,PSYC,7470,1,Experimental Psychopathology
10643,PSYC,7480,100,Community Psychology and Prevention Science I: Research and Consultation
13152,PSYC,7481,1,Practica in Community Psychology and Prevention Science
10859,PSYC,7501,1,Contemporary Issues:  Cognitive Psychology
10860,PSYC,7502,1,Contemporary Issues:  Neuroscience and Behavior
10861,PSYC,7503,1,Contemporary Issues:  Community Psychology
10862,PSYC,7504,1,Contemporary Issues:  Ethics and Clinical Psychology
10863,PSYC,7505,1,Contemporary Issues:  Developmental Psychology
10864,PSYC,7506,1,Contemporary Issues:  Social Psychology
10865,PSYC,7507,1,Contemporary Issues:  Quantitative Psychology
21947,PSYC,7559,1,New Course in Psychology
19379,PSYC,7605,1,Self-Knowledge and the Adaptive Unsconscious
20276,PSYC,7681,1,Mobile Sensing and Health
10644,PSYC,7710,100,Quantitative Methods I: Probability and Statistical Inference
12205,PSYC,7710,101,Quantitative Methods I: Probability and Statistical Inference
12206,PSYC,7710,102,Quantitative Methods I: Probability and Statistical Inference
19380,PSYC,7725,1,Affective Aspects of Behavior
14374,PSYC,7730,1,Developmental Aspects of Behavior
19697,PSYC,8670,1,Cognitive Development
10645,PSYC,8998,1,"Non-Topical Research, Preparation for Thesis"
11151,PSYC,8998,2,"Non-Topical Research, Preparation for Thesis"
11152,PSYC,8998,4,"Non-Topical Research, Preparation for Thesis"
11153,PSYC,8998,5,"Non-Topical Research, Preparation for Thesis"
11154,PSYC,8998,6,"Non-Topical Research, Preparation for Thesis"
11155,PSYC,8998,7,"Non-Topical Research, Preparation for Thesis"
11156,PSYC,8998,9,"Non-Topical Research, Preparation for Thesis"
11157,PSYC,8998,10,"Non-Topical Research, Preparation for Thesis"
11158,PSYC,8998,11,"Non-Topical Research, Preparation for Thesis"
12400,PSYC,8998,12,"Non-Topical Research, Preparation for Thesis"
12207,PSYC,8998,13,"Non-Topical Research, Preparation for Thesis"
12208,PSYC,8998,14,"Non-Topical Research, Preparation for Thesis"
11160,PSYC,8998,15,"Non-Topical Research, Preparation for Thesis"
11161,PSYC,8998,18,"Non-Topical Research, Preparation for Thesis"
11162,PSYC,8998,19,"Non-Topical Research, Preparation for Thesis"
12401,PSYC,8998,20,"Non-Topical Research, Preparation for Thesis"
11163,PSYC,8998,21,"Non-Topical Research, Preparation for Thesis"
11164,PSYC,8998,23,"Non-Topical Research, Preparation for Thesis"
11165,PSYC,8998,24,"Non-Topical Research, Preparation for Thesis"
11166,PSYC,8998,25,"Non-Topical Research, Preparation for Thesis"
11167,PSYC,8998,26,"Non-Topical Research, Preparation for Thesis"
11168,PSYC,8998,28,"Non-Topical Research, Preparation for Thesis"
11169,PSYC,8998,29,"Non-Topical Research, Preparation for Thesis"
12635,PSYC,8998,30,"Non-Topical Research, Preparation for Thesis"
11170,PSYC,8998,31,"Non-Topical Research, Preparation for Thesis"
11171,PSYC,8998,32,"Non-Topical Research, Preparation for Thesis"
11172,PSYC,8998,33,"Non-Topical Research, Preparation for Thesis"
11173,PSYC,8998,35,"Non-Topical Research, Preparation for Thesis"
11174,PSYC,8998,36,"Non-Topical Research, Preparation for Thesis"
11838,PSYC,8998,37,"Non-Topical Research, Preparation for Thesis"
11876,PSYC,8998,38,"Non-Topical Research, Preparation for Thesis"
12402,PSYC,8998,39,"Non-Topical Research, Preparation for Thesis"
14478,PSYC,8998,40,"Non-Topical Research, Preparation for Thesis"
14532,PSYC,8998,41,"Non-Topical Research, Preparation for Thesis"
14524,PSYC,8998,42,"Non-Topical Research, Preparation for Thesis"
14525,PSYC,8998,43,"Non-Topical Research, Preparation for Thesis"
14526,PSYC,8998,44,"Non-Topical Research, Preparation for Thesis"
19383,PSYC,8998,45,"Non-Topical Research, Preparation for Thesis"
19384,PSYC,9501,1,Topical Research
19387,PSYC,9501,6,Topical Research
10903,PSYC,9501,9,Topical Research
19391,PSYC,9501,14,Topical Research
10901,PSYC,9501,17,Topical Research
10900,PSYC,9501,19,Topical Research
10898,PSYC,9501,27,Topical Research
10897,PSYC,9501,30,Topical Research
10896,PSYC,9501,34,Topical Research
11894,PSYC,9501,36,Topical Research
12403,PSYC,9501,38,Topical Research
12637,PSYC,9501,40,Topical Research
13233,PSYC,9501,41,Topical Research
19405,PSYC,9501,45,Topical Research
19401,PSYC,9501,48,Topical Research
20485,PSYC,9502,1,Topical Research
22123,PSYC,9502,2,Topical Research
22124,PSYC,9502,3,Topical Research
22125,PSYC,9502,4,Topical Research
22126,PSYC,9502,5,Topical Research
22150,PSYC,9502,6,Topical Research
22161,PSYC,9502,7,Topical Research
22184,PSYC,9502,9,Topical Research
22195,PSYC,9502,10,Topical Research
22202,PSYC,9502,11,Topical Research
22309,PSYC,9502,12,Topical Research
21910,PSYC,9559,1,New Course in Psychology
12692,PSYC,9560,1,Teaching Psychology-Review Sessions
12693,PSYC,9561,1,Teaching Psychology-Sections
12694,PSYC,9562,1,Teaching Psychology-Courses
10647,PSYC,9980,1,Practicum in Case Consultation
10646,PSYC,9998,1,"Non-Topical Research, Preparation for Doctoral Research"
11129,PSYC,9998,2,"Non-Topical Research, Preparation for Doctoral Research"
11130,PSYC,9998,4,"Non-Topical Research, Preparation for Doctoral Research"
11131,PSYC,9998,5,"Non-Topical Research, Preparation for Doctoral Research"
11132,PSYC,9998,6,"Non-Topical Research, Preparation for Doctoral Research"
11133,PSYC,9998,7,"Non-Topical Research, Preparation for Doctoral Research"
11134,PSYC,9998,9,"Non-Topical Research, Preparation for Doctoral Research"
11135,PSYC,9998,10,"Non-Topical Research, Preparation for Doctoral Research"
11136,PSYC,9998,11,"Non-Topical Research, Preparation for Doctoral Research"
12404,PSYC,9998,12,"Non-Topical Research, Preparation for Doctoral Research"
11137,PSYC,9998,13,"Non-Topical Research, Preparation for Doctoral Research"
12209,PSYC,9998,14,"Non-Topical Research, Preparation for Doctoral Research"
11138,PSYC,9998,15,"Non-Topical Research, Preparation for Doctoral Research"
11139,PSYC,9998,18,"Non-Topical Research, Preparation for Doctoral Research"
11140,PSYC,9998,19,"Non-Topical Research, Preparation for Doctoral Research"
12405,PSYC,9998,20,"Non-Topical Research, Preparation for Doctoral Research"
11141,PSYC,9998,21,"Non-Topical Research, Preparation for Doctoral Research"
11142,PSYC,9998,23,"Non-Topical Research, Preparation for Doctoral Research"
11143,PSYC,9998,24,"Non-Topical Research, Preparation for Doctoral Research"
11144,PSYC,9998,25,"Non-Topical Research, Preparation for Doctoral Research"
11145,PSYC,9998,26,"Non-Topical Research, Preparation for Doctoral Research"
11146,PSYC,9998,28,"Non-Topical Research, Preparation for Doctoral Research"
11147,PSYC,9998,29,"Non-Topical Research, Preparation for Doctoral Research"
11148,PSYC,9998,31,"Non-Topical Research, Preparation for Doctoral Research"
11149,PSYC,9998,32,"Non-Topical Research, Preparation for Doctoral Research"
11150,PSYC,9998,33,"Non-Topical Research, Preparation for Doctoral Research"
11839,PSYC,9998,35,"Non-Topical Research, Preparation for Doctoral Research"
11843,PSYC,9998,36,"Non-Topical Research, Preparation for Doctoral Research"
11895,PSYC,9998,37,"Non-Topical Research, Preparation for Doctoral Research"
11896,PSYC,9998,38,"Non-Topical Research, Preparation for Doctoral Research"
12406,PSYC,9998,39,"Non-Topical Research, Preparation for Doctoral Research"
12636,PSYC,9998,40,"Non-Topical Research, Preparation for Doctoral Research"
13960,PSYC,9998,41,"Non-Topical Research, Preparation for Doctoral Research"
14533,PSYC,9998,42,"Non-Topical Research, Preparation for Doctoral Research"
14527,PSYC,9998,43,"Non-Topical Research, Preparation for Doctoral Research"
14528,PSYC,9998,44,"Non-Topical Research, Preparation for Doctoral Research"
14529,PSYC,9998,45,"Non-Topical Research, Preparation for Doctoral Research"
19406,PSYC,9998,46,"Non-Topical Research, Preparation for Doctoral Research"
13027,RELA,2850,1,Afro- Creole Religions in the Americas
18037,RELA,3730,1,Religious Themes in African Literature and Film
18038,RELA,3890,100,Christianity in Africa
18039,RELA,3890,101,Christianity in Africa
12617,RELB,2054,100,Tibetan Buddhism Introduction
12730,RELB,2054,101,Tibetan Buddhism Introduction
12731,RELB,2054,102,Tibetan Buddhism Introduction
12732,RELB,2054,103,Tibetan Buddhism Introduction
12733,RELB,2054,104,Tibetan Buddhism Introduction
12734,RELB,2054,105,Tibetan Buddhism Introduction
12735,RELB,2054,106,Tibetan Buddhism Introduction
18073,RELB,2054,107,Tibetan Buddhism Introduction
18074,RELB,2054,108,Tibetan Buddhism Introduction
18075,RELB,2054,109,Tibetan Buddhism Introduction
20881,RELB,2054,110,Tibetan Buddhism Introduction
20882,RELB,2054,111,Tibetan Buddhism Introduction
20883,RELB,2054,112,Tibetan Buddhism Introduction
18040,RELB,2100,100,Buddhism
18041,RELB,2100,101,Buddhism
18042,RELB,2100,102,Buddhism
18043,RELB,2100,103,Buddhism
18044,RELB,2100,104,Buddhism
18046,RELB,2100,105,Buddhism
18047,RELB,2100,106,Buddhism
18048,RELB,2100,107,Buddhism
18049,RELB,2100,108,Buddhism
18050,RELB,2100,109,Buddhism
20031,RELB,3150,1,Seminar in Buddhism and Gender
11836,RELB,5470,1,Literary Tibetan V
22219,RELB,5490,1,Religious History of Tibet
11837,RELB,5800,1,Literary Tibetan VII
14534,RELB,8230,3,Advanced Literary and Spoken Tibetan
21916,RELB,8718,1,Tutorial in Thalgyur Tantra and Commentary
21214,RELB,8721,1,Tutorial in Sanskrit: Buddhist Tantra
21945,RELB,8724,1,Tutorial in Classical Tibetan Literature and Religion
13386,RELC,1210,100,Hebrew Bible/Old Testament
13387,RELC,1210,101,Hebrew Bible/Old Testament
13388,RELC,1210,102,Hebrew Bible/Old Testament
13389,RELC,1210,103,Hebrew Bible/Old Testament
13390,RELC,1210,104,Hebrew Bible/Old Testament
13391,RELC,1210,105,Hebrew Bible/Old Testament
10648,RELC,2050,100,The Rise of Christianity
13393,RELC,2050,101,The Rise of Christianity
13394,RELC,2050,102,The Rise of Christianity
13395,RELC,2050,103,The Rise of Christianity
12618,RELC,2050,104,The Rise of Christianity
12619,RELC,2050,105,The Rise of Christianity
12620,RELC,2050,106,The Rise of Christianity
12436,RELC,2215,100,Mormonism and American Culture
12777,RELC,2215,101,Mormonism and American Culture
12778,RELC,2215,102,Mormonism and American Culture
12779,RELC,2215,103,Mormonism and American Culture
18051,RELC,2245,100,Global Christianity
13396,RELC,2360,100,Elements of Christian Thought
13397,RELC,2360,101,Elements of Christian Thought
13398,RELC,2360,102,Elements of Christian Thought
13399,RELC,2360,103,Elements of Christian Thought
13400,RELC,2360,104,Elements of Christian Thought
13401,RELC,2360,105,Elements of Christian Thought
13402,RELC,2360,106,Elements of Christian Thought
13403,RELC,2360,107,Elements of Christian Thought
13404,RELC,2360,108,Elements of Christian Thought
13405,RELC,2360,109,Elements of Christian Thought
18060,RELC,3222,1,From Jefferson to King
18090,RELC,3559,1,New Course in Christianity
19616,RELC,3559,2,New Course in Christianity
18061,RELC,3890,100,Christianity in Africa
18063,RELC,3890,101,Christianity in Africa
18064,RELC,3890,102,Christianity in Africa
18099,RELC,5559,1,New Course in Christianity
10649,RELG,1010,100,Introduction to Western Religious Traditions
10650,RELG,1010,101,Introduction to Western Religious Traditions
10653,RELG,1010,102,Introduction to Western Religious Traditions
10655,RELG,1010,103,Introduction to Western Religious Traditions
10652,RELG,1010,104,Introduction to Western Religious Traditions
10651,RELG,1010,105,Introduction to Western Religious Traditions
10654,RELG,1010,106,Introduction to Western Religious Traditions
11866,RELG,1010,107,Introduction to Western Religious Traditions
11867,RELG,1010,108,Introduction to Western Religious Traditions
11868,RELG,1010,109,Introduction to Western Religious Traditions
21296,RELG,1010,110,Introduction to Western Religious Traditions
21297,RELG,1010,111,Introduction to Western Religious Traditions
21298,RELG,1010,112,Introduction to Western Religious Traditions
13408,RELG,1040,100,Introduction to Eastern Religious Traditions
13409,RELG,1040,101,Introduction to Eastern Religious Traditions
13410,RELG,1040,102,Introduction to Eastern Religious Traditions
13411,RELG,1040,103,Introduction to Eastern Religious Traditions
13412,RELG,1040,104,Introduction to Eastern Religious Traditions
13413,RELG,1040,105,Introduction to Eastern Religious Traditions
13414,RELG,1040,106,Introduction to Eastern Religious Traditions
13415,RELG,1040,107,Introduction to Eastern Religious Traditions
13416,RELG,1040,108,Introduction to Eastern Religious Traditions
18076,RELG,1040,109,Introduction to Eastern Religious Traditions
18077,RELG,1040,110,Introduction to Eastern Religious Traditions
18078,RELG,1040,111,Introduction to Eastern Religious Traditions
18079,RELG,1040,112,Introduction to Eastern Religious Traditions
19446,RELG,1400,100,The Art and Science of Human Flourishing
19448,RELG,1400,102,The Art and Science of Human Flourishing
19449,RELG,1400,103,The Art and Science of Human Flourishing
19450,RELG,1400,104,The Art and Science of Human Flourishing
21202,RELG,1500,1,Introductory Seminar in Religious Studies
20458,RELG,2630,1,"Business, Ethics, and Society"
13765,RELG,2820,100,Jerusalem
18080,RELG,2820,101,Jerusalem
18082,RELG,2820,102,Jerusalem
18083,RELG,2820,103,Jerusalem
20058,RELG,3325,1,The Civil Rights Movement in Religious and Theological Perspective
18066,RELG,3360,1,"Conquests and Religions in the Americas, 1400s-1830s"
17953,RELG,3559,1,New Course in Religious Studies
20887,RELG,3559,2,New Course in Religious Studies
18069,RELG,3559,3,New Course in Religious Studies
21234,RELG,3559,4,New Course in Religious Studies
18089,RELG,3559,5,New Course in Religious Studies
20483,RELG,3600,1,Religion and Modern Theatre
14280,RELG,3605,1,"Religion, Violence and Strategy: How to Stop Killing in the Name of God"
18068,RELG,3630,1,Idolatry
10916,RELG,4023,1,Bioethics Internship Seminar
12064,RELG,4220,1,American Religious Autobiography
12252,RELG,4500,1,Majors Seminar
19608,RELG,4559,1,New Course in Religious Studies
12786,RELG,4800,1,Crafting a Research Project in Religious Studies
13432,RELG,4810,1,Poetry and Theology
20545,RELG,5320,1,"Research Seminar in Religion, Conflict, and Peace"
20141,RELG,5321,1,"Proseminar in Religion, Politics & Conflict"
14357,RELG,5801,1,Crafting a Research Project in Religious Studies
20142,RELG,5821,1,"Proseminar in World Religions, World Literatures"
18101,RELG,5835,1,Ethnography and the Study of Religion
12943,RELG,7360,1,Theories and Methods in the Study of Religion
12088,RELG,8350,1,Proseminar in Scripture Interpretation and Practice
22170,RELG,8704,1,Themes and Topics in Religious Ethics
20202,RELG,8715,1,Philosophic Resources for Abrahamic Theologies
20205,RELG,8719,1,The Frankfurt School
21944,RELG,8723,1,Tutorial in American Spirituality
18071,RELH,3559,1,New Course in Hinduism
21213,RELH,8722,1,Tutorial in Sanskrit: Devotional Poetry
22352,RELH,8725,1,Tutorial in Sanskrit: Hindu Law
18030,RELI,2070,100,Classical Islam
18031,RELI,2070,101,Classical Islam
18032,RELI,2070,102,Classical Islam
18034,RELI,2070,104,Classical Islam
18072,RELI,3110,1,Muhammad and the Qur'an
20482,RELI,5540,1,Seminar in Islamic Studies
20353,RELI,8709,1,Islamic Studies Tutorial
13445,RELJ,1210,100,Hebrew Bible/Old Testament
13446,RELJ,1210,101,Hebrew Bible/Old Testament
11865,RELJ,1410,1,Elementary Classical Hebrew I
10866,RELJ,2410,1,Intermediate Classical Hebrew I
12255,RELJ,3170,1,Modern Jewish Thought
20201,RELJ,3559,1,New Course in Judaism
18086,RELJ,3559,2,New Course in Judaism
20236,RELJ,3559,3,New Course in Judaism
18104,RELJ,5100,1,Theology and Ethics of the Rabbis
22304,RELJ,8705,1,Tutorial in Translating Biblical Poetry
20138,RELS,4995,1,Independent Research
11548,RELS,4995,2,Independent Research
20479,RELS,4995,3,Independent Research
18106,RELS,8500,1,Topics for Supervised Study and Research
18107,RELS,8500,2,Topics for Supervised Study and Research
21222,RELS,8500,3,Topics for Supervised Study and Research
21539,RELS,8500,4,Topics for Supervised Study and Research
21874,RELS,8500,5,Topics for Supervised Study and Research
22154,RELS,8500,6,Topics for Supervised Study and Research
22162,RELS,8500,7,Topics for Supervised Study and Research
12842,RELS,8500,8,Topics for Supervised Study and Research
22374,RELS,8500,9,Topics for Supervised Study and Research
14501,RELS,8500,13,Topics for Supervised Study and Research
21776,RELS,8960,1,Thesis Research
10665,RELS,8995,2,Research
11221,RELS,8995,10,Research
11222,RELS,8995,11,Research
11336,RELS,8995,12,Research
11337,RELS,8995,13,Research
11556,RELS,8995,21,Research
11562,RELS,8995,34,Research
10666,RELS,8998,1,"Non-Topical Research, Preparation for Research"
11077,RELS,8998,2,"Non-Topical Research, Preparation for Research"
11088,RELS,8998,3,"Non-Topical Research, Preparation for Research"
11089,RELS,8998,4,"Non-Topical Research, Preparation for Research"
11223,RELS,8998,5,"Non-Topical Research, Preparation for Research"
11225,RELS,8998,6,"Non-Topical Research, Preparation for Research"
11226,RELS,8998,8,"Non-Topical Research, Preparation for Research"
11227,RELS,8998,10,"Non-Topical Research, Preparation for Research"
11228,RELS,8998,11,"Non-Topical Research, Preparation for Research"
11497,RELS,8998,12,"Non-Topical Research, Preparation for Research"
11563,RELS,8998,14,"Non-Topical Research, Preparation for Research"
11564,RELS,8998,15,"Non-Topical Research, Preparation for Research"
11565,RELS,8998,16,"Non-Topical Research, Preparation for Research"
11566,RELS,8998,17,"Non-Topical Research, Preparation for Research"
11567,RELS,8998,18,"Non-Topical Research, Preparation for Research"
11568,RELS,8998,20,"Non-Topical Research, Preparation for Research"
11569,RELS,8998,21,"Non-Topical Research, Preparation for Research"
11574,RELS,8998,22,"Non-Topical Research, Preparation for Research"
11575,RELS,8998,23,"Non-Topical Research, Preparation for Research"
11577,RELS,8998,25,"Non-Topical Research, Preparation for Research"
11578,RELS,8998,26,"Non-Topical Research, Preparation for Research"
11580,RELS,8998,27,"Non-Topical Research, Preparation for Research"
11581,RELS,8998,28,"Non-Topical Research, Preparation for Research"
11582,RELS,8998,29,"Non-Topical Research, Preparation for Research"
11583,RELS,8998,30,"Non-Topical Research, Preparation for Research"
11584,RELS,8998,31,"Non-Topical Research, Preparation for Research"
11585,RELS,8998,32,"Non-Topical Research, Preparation for Research"
11586,RELS,8998,33,"Non-Topical Research, Preparation for Research"
11587,RELS,8998,34,"Non-Topical Research, Preparation for Research"
11588,RELS,8998,35,"Non-Topical Research, Preparation for Research"
11589,RELS,8998,36,"Non-Topical Research, Preparation for Research"
10667,RELS,8999,1,Non-Topical Research
11229,RELS,8999,2,Non-Topical Research
11230,RELS,8999,4,Non-Topical Research
11231,RELS,8999,6,Non-Topical Research
11232,RELS,8999,7,Non-Topical Research
11233,RELS,8999,8,Non-Topical Research
11234,RELS,8999,9,Non-Topical Research
11498,RELS,8999,10,Non-Topical Research
11570,RELS,8999,11,Non-Topical Research
11571,RELS,8999,12,Non-Topical Research
11572,RELS,8999,13,Non-Topical Research
11573,RELS,8999,14,Non-Topical Research
11576,RELS,8999,15,Non-Topical Research
11579,RELS,8999,16,Non-Topical Research
11590,RELS,8999,18,Non-Topical Research
11591,RELS,8999,19,Non-Topical Research
11592,RELS,8999,20,Non-Topical Research
11593,RELS,8999,21,Non-Topical Research
11594,RELS,8999,22,Non-Topical Research
11595,RELS,8999,24,Non-Topical Research
11596,RELS,8999,25,Non-Topical Research
11627,RELS,8999,26,Non-Topical Research
11628,RELS,8999,27,Non-Topical Research
11629,RELS,8999,28,Non-Topical Research
11630,RELS,8999,29,Non-Topical Research
11631,RELS,8999,30,Non-Topical Research
11632,RELS,8999,31,Non-Topical Research
11633,RELS,8999,32,Non-Topical Research
11634,RELS,8999,33,Non-Topical Research
11635,RELS,8999,34,Non-Topical Research
11636,RELS,8999,35,Non-Topical Research
11074,RELS,9998,2,"Non-Topical Research, Preparation for Doctoral Research"
11075,RELS,9998,3,"Non-Topical Research, Preparation for Doctoral Research"
11076,RELS,9998,4,"Non-Topical Research, Preparation for Doctoral Research"
11208,RELS,9998,6,"Non-Topical Research, Preparation for Doctoral Research"
11209,RELS,9998,7,"Non-Topical Research, Preparation for Doctoral Research"
11210,RELS,9998,9,"Non-Topical Research, Preparation for Doctoral Research"
11211,RELS,9998,10,"Non-Topical Research, Preparation for Doctoral Research"
11212,RELS,9998,11,"Non-Topical Research, Preparation for Doctoral Research"
11215,RELS,9998,12,"Non-Topical Research, Preparation for Doctoral Research"
11334,RELS,9998,13,"Non-Topical Research, Preparation for Doctoral Research"
11335,RELS,9998,14,"Non-Topical Research, Preparation for Doctoral Research"
11338,RELS,9998,15,"Non-Topical Research, Preparation for Doctoral Research"
11339,RELS,9998,16,"Non-Topical Research, Preparation for Doctoral Research"
11340,RELS,9998,17,"Non-Topical Research, Preparation for Doctoral Research"
11438,RELS,9998,18,"Non-Topical Research, Preparation for Doctoral Research"
11495,RELS,9998,19,"Non-Topical Research, Preparation for Doctoral Research"
11496,RELS,9998,20,"Non-Topical Research, Preparation for Doctoral Research"
11502,RELS,9998,21,"Non-Topical Research, Preparation for Doctoral Research"
11597,RELS,9998,22,"Non-Topical Research, Preparation for Doctoral Research"
11598,RELS,9998,23,"Non-Topical Research, Preparation for Doctoral Research"
11599,RELS,9998,24,"Non-Topical Research, Preparation for Doctoral Research"
11600,RELS,9998,26,"Non-Topical Research, Preparation for Doctoral Research"
11601,RELS,9998,27,"Non-Topical Research, Preparation for Doctoral Research"
11602,RELS,9998,28,"Non-Topical Research, Preparation for Doctoral Research"
11603,RELS,9998,30,"Non-Topical Research, Preparation for Doctoral Research"
11604,RELS,9998,31,"Non-Topical Research, Preparation for Doctoral Research"
11605,RELS,9998,32,"Non-Topical Research, Preparation for Doctoral Research"
11606,RELS,9998,33,"Non-Topical Research, Preparation for Doctoral Research"
11607,RELS,9998,34,"Non-Topical Research, Preparation for Doctoral Research"
11608,RELS,9998,36,"Non-Topical Research, Preparation for Doctoral Research"
11609,RELS,9998,37,"Non-Topical Research, Preparation for Doctoral Research"
12538,RELS,9998,38,"Non-Topical Research, Preparation for Doctoral Research"
13026,RELS,9998,39,"Non-Topical Research, Preparation for Doctoral Research"
10668,RELS,9999,1,Non-Topical Research
11068,RELS,9999,2,Non-Topical Research
11069,RELS,9999,3,Non-Topical Research
11070,RELS,9999,4,Non-Topical Research
11071,RELS,9999,5,Non-Topical Research
11072,RELS,9999,6,Non-Topical Research
11073,RELS,9999,7,Non-Topical Research
11216,RELS,9999,8,Non-Topical Research
11218,RELS,9999,11,Non-Topical Research
11219,RELS,9999,13,Non-Topical Research
11330,RELS,9999,14,Non-Topical Research
11331,RELS,9999,15,Non-Topical Research
11332,RELS,9999,16,Non-Topical Research
11333,RELS,9999,17,Non-Topical Research
11341,RELS,9999,18,Non-Topical Research
11503,RELS,9999,19,Non-Topical Research
11610,RELS,9999,20,Non-Topical Research
11611,RELS,9999,21,Non-Topical Research
11612,RELS,9999,22,Non-Topical Research
11613,RELS,9999,23,Non-Topical Research
11614,RELS,9999,25,Non-Topical Research
11615,RELS,9999,26,Non-Topical Research
11616,RELS,9999,27,Non-Topical Research
11617,RELS,9999,28,Non-Topical Research
11618,RELS,9999,29,Non-Topical Research
11619,RELS,9999,31,Non-Topical Research
11620,RELS,9999,32,Non-Topical Research
11621,RELS,9999,33,Non-Topical Research
11622,RELS,9999,34,Non-Topical Research
11623,RELS,9999,35,Non-Topical Research
11624,RELS,9999,36,Non-Topical Research
11625,RELS,9999,37,Non-Topical Research
11626,RELS,9999,39,Non-Topical Research
10670,RUSS,1010,1,First-Year Russian
10669,RUSS,1010,2,First-Year Russian
10671,RUSS,1010,100,First-Year Russian
10672,RUSS,1010,101,First-Year Russian
10673,RUSS,1010,102,First-Year Russian
10675,RUSS,2010,1,Second-Year Russian
10674,RUSS,2010,2,Second-Year Russian
10676,RUSS,2010,100,Second-Year Russian
11755,RUSS,2010,101,Second-Year Russian
14480,RUSS,3000,1,Russian House Conversation
20233,RUSS,3010,1,Third-Year Russian
20234,RUSS,3010,2,Third-Year Russian
14358,RUSS,3030,1,Intermediate Conversation
10677,RUSS,4010,1,Fourth-Year Russian
22417,RUSS,4990,1,Senior Honors Thesis
10678,RUSS,5030,1,Advanced Russian I
10867,RUSS,5050,1,Advanced Conversation
10868,RUSS,5050,2,Advanced Conversation
18655,RUSS,5390,1,The Russian Utopian Imagination
10679,RUSS,8999,1,Master's Thesis
11391,RUSS,9999,1,"Non-Topical Research, Doctoral"
18660,RUTR,2460,1,Introduction to Russian Culture and Civilization
12074,RUTR,3350,1,Nineteenth-Century Russian Literature
18656,RUTR,3390,1,"Edens, Idylls, and Utopias in Russian Literature"
10869,SANS,1010,1,Elementary Sanskrit I
17801,SANS,3016,1,Selections from the Kathasaritsagara of Somadeva
